Kapelusz,Powierzchnia,Kolor,Zapach,Habitat,Jadalny
dzwonkowaty,wlokienkowa,czerwony,przyjemny,las,nie
wypukly,gladka,brazowy,przyjemny,laka,tak
dzwonkowaty,gladka,brazowy,przyjemny,laka,tak
plaski,gladka,szary,bez_zapachu,laka,tak
dzwonkowaty,wlokienkowa,bialy,przyjemny,laka,tak
dzwonkowaty,wlokienkowa,bialy,nieprzyjemny,las,nie
plaski,gladka,bialy,bez_zapachu,las,tak
plaski,gladka,bialy,bez_zapachu,laka,tak
wypukly,wlokienkowa,bialy,bez_zapachu,laka,tak
wypukly,wlokienkowa,szary,przyjemny,laka,tak
plaski,wlokienkowa,zolty,przyjemny,laka,tak
wypukly,wlokienkowa,brazowy,przyjemny,laka,tak
dzwonkowaty,wlokienkowa,szary,nieprzyjemny,las,nie
plaski,wlokienkowa,brazowy,nieprzyjemny,las,nie
plaski,gladka,bialy,bez_zapachu,laka,tak
wypukly,gladka,zolty,przyjemny,las,tak
plaski,gladka,czerwony,bez_zapachu,las,nie
dzwonkowaty,gladka,brazowy,przyjemny,laka,tak
plaski,gladka,bialy,nieprzyjemny,las,nie
dzwonkowaty,wlokienkowa,brazowy,nieprzyjemny,laka,nie
wypukly,gladka,szary,ostry,laka,nie
plaski,wlokienkowa,czerwony,przyjemny,las,nie
dzwonkowaty,gladka,szary,bez_zapachu,las,tak
wypukly,wlokienkowa,bialy,nieprzyjemny,laka,nie
dzwonkowaty,gladka,brazowy,nieprzyjemny,las,nie
wypukly,wlokienkowa,brazowy,bez_zapachu,las,tak
dzwonkowaty,wlokienkowa,bialy,przyjemny,las,nie
wypukly,wlokienkowa,bialy,ostry,laka,nie
wypukly,gladka,bialy,przyjemny,las,tak
dzwonkowaty,gladka,bialy,bez_zapachu,laka,tak
wypukly,gladka,brazowy,nieprzyjemny,las,nie
dzwonkowaty,gladka,zolty,bez_zapachu,las,tak
dzwonkowaty,wlokienkowa,zolty,bez_zapachu,las,tak
plaski,wlokienkowa,szary,bez_zapachu,las,tak
dzwonkowaty,gladka,brazowy,ostry,laka,nie
plaski,gladka,bialy,nieprzyjemny,las,nie
dzwonkowaty,gladka,bialy,nieprzyjemny,laka,nie
wypukly,gladka,zolty,nieprzyjemny,laka,nie
plaski,gladka,bialy,nieprzyjemny,laka,nie
dzwonkowaty,gladka,szary,bez_zapachu,las,tak
wypukly,wlokienkowa,brazowy,nieprzyjemny,laka,nie
wypukly,gladka,brazowy,przyjemny,las,tak
dzwonkowaty,gladka,czerwony,przyjemny,las,nie
dzwonkowaty,gladka,zolty,bez_zapachu,las,tak
plaski,wlokienkowa,zolty,bez_zapachu,laka,tak
dzwonkowaty,gladka,bialy,nieprzyjemny,laka,nie
wypukly,wlokienkowa,bialy,nieprzyjemny,laka,nie
dzwonkowaty,wlokienkowa,zolty,bez_zapachu,laka,tak
plaski,gladka,szary,ostry,las,nie
dzwonkowaty,wlokienkowa,szary,bez_zapachu,laka,tak
wypukly,wlokienkowa,szary,ostry,las,nie
dzwonkowaty,gladka,szary,bez_zapachu,las,tak
wypukly,gladka,szary,bez_zapachu,las,tak
wypukly,gladka,czerwony,nieprzyjemny,laka,nie
wypukly,gladka,szary,przyjemny,laka,tak
wypukly,gladka,bialy,ostry,las,nie
plaski,gladka,bialy,ostry,laka,nie
dzwonkowaty,wlokienkowa,szary,bez_zapachu,las,tak
dzwonkowaty,wlokienkowa,brazowy,ostry,las,nie
wypukly,wlokienkowa,brazowy,bez_zapachu,las,tak
plaski,gladka,bialy,ostry,las,nie
wypukly,gladka,czerwony,ostry,las,nie
wypukly,gladka,czerwony,ostry,laka,nie
dzwonkowaty,gladka,czerwony,przyjemny,las,nie
wypukly,gladka,bialy,nieprzyjemny,laka,nie
plaski,gladka,czerwony,przyjemny,laka,tak
wypukly,wlokienkowa,brazowy,ostry,las,nie
wypukly,wlokienkowa,czerwony,przyjemny,laka,tak
plaski,gladka,brazowy,bez_zapachu,laka,tak
plaski,gladka,czerwony,przyjemny,laka,tak
wypukly,gladka,zolty,ostry,laka,nie
wypukly,gladka,szary,nieprzyjemny,laka,nie
plaski,wlokienkowa,bialy,bez_zapachu,las,nie
dzwonkowaty,gladka,zolty,przyjemny,las,tak
wypukly,wlokienkowa,czerwony,przyjemny,laka,tak
wypukly,gladka,czerwony,nieprzyjemny,las,nie
wypukly,gladka,bialy,ostry,las,nie
dzwonkowaty,gladka,czerwony,bez_zapachu,laka,tak
dzwonkowaty,wlokienkowa,brazowy,ostry,laka,nie
wypukly,gladka,szary,bez_zapachu,las,tak
dzwonkowaty,wlokienkowa,bialy,ostry,las,nie
dzwonkowaty,wlokienkowa,czerwony,bez_zapachu,las,nie
dzwonkowaty,gladka,brazowy,nieprzyjemny,las,nie
dzwonkowaty,wlokienkowa,czerwony,bez_zapachu,laka,tak
dzwonkowaty,gladka,czerwony,nieprzyjemny,las,nie
plaski,gladka,zolty,przyjemny,las,tak
plaski,gladka,zolty,przyjemny,laka,tak
wypukly,gladka,zolty,nieprzyjemny,las,nie
dzwonkowaty,wlokienkowa,bialy,nieprzyjemny,laka,nie
plaski,wlokienkowa,czerwony,bez_zapachu,laka,tak
dzwonkowaty,gladka,bialy,bez_zapachu,laka,tak
dzwonkowaty,gladka,zolty,bez_zapachu,laka,tak
dzwonkowaty,gladka,brazowy,bez_zapachu,laka,tak
wypukly,gladka,szary,ostry,las,nie
wypukly,wlokienkowa,zolty,przyjemny,las,tak
dzwonkowaty,wlokienkowa,bialy,nieprzyjemny,laka,nie
wypukly,gladka,brazowy,nieprzyjemny,las,nie
wypukly,wlokienkowa,zolty,bez_zapachu,las,tak
dzwonkowaty,gladka,czerwony,nieprzyjemny,las,nie
plaski,wlokienkowa,zolty,nieprzyjemny,laka,nie
wypukly,gladka,czerwony,bez_zapachu,las,nie
plaski,gladka,czerwony,bez_zapachu,laka,tak
plaski,gladka,czerwony,przyjemny,laka,tak
wypukly,wlokienkowa,czerwony,przyjemny,laka,tak
wypukly,wlokienkowa,zolty,bez_zapachu,laka,tak
wypukly,wlokienkowa,brazowy,bez_zapachu,las,tak
plaski,gladka,zolty,ostry,las,nie
dzwonkowaty,wlokienkowa,szary,przyjemny,las,tak
wypukly,wlokienkowa,czerwony,ostry,las,nie
plaski,wlokienkowa,szary,nieprzyjemny,las,nie
dzwonkowaty,gladka,brazowy,nieprzyjemny,laka,nie
plaski,wlokienkowa,czerwony,ostry,las,nie
plaski,gladka,brazowy,bez_zapachu,las,tak
wypukly,gladka,szary,nieprzyjemny,laka,nie
wypukly,wlokienkowa,zolty,przyjemny,laka,tak
wypukly,gladka,zolty,przyjemny,laka,tak
dzwonkowaty,gladka,brazowy,bez_zapachu,las,tak
dzwonkowaty,gladka,szary,nieprzyjemny,laka,nie
dzwonkowaty,gladka,brazowy,ostry,las,nie
wypukly,gladka,zolty,ostry,laka,nie
plaski,gladka,zolty,ostry,laka,nie
wypukly,wlokienkowa,zolty,bez_zapachu,las,tak
dzwonkowaty,wlokienkowa,czerwony,bez_zapachu,las,nie
dzwonkowaty,gladka,brazowy,nieprzyjemny,las,nie
plaski,wlokienkowa,bialy,bez_zapachu,laka,tak
wypukly,wlokienkowa,szary,ostry,laka,nie
wypukly,gladka,czerwony,przyjemny,las,nie
dzwonkowaty,wlokienkowa,bialy,nieprzyjemny,las,nie
plaski,wlokienkowa,czerwony,bez_zapachu,laka,tak
plaski,wlokienkowa,bialy,nieprzyjemny,laka,nie
wypukly,gladka,bialy,bez_zapachu,las,tak
plaski,wlokienkowa,szary,bez_zapachu,laka,tak
plaski,gladka,zolty,ostry,laka,nie
wypukly,wlokienkowa,brazowy,ostry,las,nie
dzwonkowaty,wlokienkowa,zolty,bez_zapachu,laka,tak
wypukly,wlokienkowa,zolty,przyjemny,laka,tak
wypukly,gladka,bialy,ostry,laka,nie
dzwonkowaty,gladka,zolty,ostry,las,nie
plaski,gladka,brazowy,nieprzyjemny,laka,nie
dzwonkowaty,wlokienkowa,czerwony,przyjemny,las,nie
plaski,wlokienkowa,zolty,przyjemny,laka,tak
dzwonkowaty,wlokienkowa,czerwony,bez_zapachu,las,nie
plaski,wlokienkowa,brazowy,bez_zapachu,las,tak
wypukly,gladka,brazowy,ostry,laka,nie
wypukly,gladka,szary,bez_zapachu,laka,tak
plaski,wlokienkowa,szary,przyjemny,laka,tak
plaski,gladka,czerwony,ostry,las,nie
dzwonkowaty,gladka,bialy,przyjemny,laka,tak
dzwonkowaty,gladka,zolty,przyjemny,las,tak
wypukly,gladka,szary,bez_zapachu,las,tak
wypukly,wlokienkowa,zolty,przyjemny,laka,tak
dzwonkowaty,wlokienkowa,brazowy,bez_zapachu,las,tak
wypukly,gladka,czerwony,ostry,laka,nie
plaski,gladka,bialy,ostry,laka,nie
dzwonkowaty,gladka,brazowy,ostry,laka,nie
plaski,gladka,szary,przyjemny,las,tak
plaski,wlokienkowa,bialy,ostry,laka,nie
plaski,wlokienkowa,zolty,bez_zapachu,laka,tak
dzwonkowaty,gladka,szary,nieprzyjemny,las,nie
wypukly,wlokienkowa,bialy,nieprzyjemny,laka,nie
dzwonkowaty,wlokienkowa,zolty,bez_zapachu,laka,tak
plaski,gladka,brazowy,bez_zapachu,laka,tak
dzwonkowaty,gladka,szary,ostry,las,nie
plaski,wlokienkowa,szary,ostry,laka,nie
plaski,wlokienkowa,brazowy,nieprzyjemny,laka,nie
plaski,gladka,brazowy,ostry,laka,nie
wypukly,gladka,bialy,ostry,laka,nie
wypukly,wlokienkowa,zolty,nieprzyjemny,las,nie
dzwonkowaty,gladka,brazowy,przyjemny,las,tak
plaski,gladka,szary,przyjemny,las,tak
plaski,gladka,szary,nieprzyjemny,laka,nie
wypukly,wlokienkowa,czerwony,nieprzyjemny,laka,nie
wypukly,gladka,czerwony,nieprzyjemny,laka,nie
wypukly,wlokienkowa,czerwony,przyjemny,laka,tak
plaski,gladka,zolty,bez_zapachu,las,tak
wypukly,wlokienkowa,bialy,przyjemny,las,nie
plaski,gladka,zolty,nieprzyjemny,las,nie
dzwonkowaty,gladka,brazowy,przyjemny,laka,tak
dzwonkowaty,wlokienkowa,bialy,przyjemny,las,nie
dzwonkowaty,wlokienkowa,czerwony,bez_zapachu,las,nie
dzwonkowaty,wlokienkowa,szary,bez_zapachu,las,tak
dzwonkowaty,wlokienkowa,zolty,nieprzyjemny,las,nie
wypukly,wlokienkowa,czerwony,bez_zapachu,las,nie
dzwonkowaty,wlokienkowa,brazowy,przyjemny,las,tak
plaski,wlokienkowa,brazowy,ostry,las,nie
dzwonkowaty,wlokienkowa,szary,bez_zapachu,laka,tak
dzwonkowaty,gladka,bialy,bez_zapachu,laka,tak
dzwonkowaty,gladka,bialy,bez_zapachu,laka,tak
plaski,gladka,szary,ostry,laka,nie
plaski,gladka,zolty,bez_zapachu,las,tak
dzwonkowaty,gladka,bialy,bez_zapachu,laka,tak
wypukly,wlokienkowa,zolty,ostry,laka,nie
plaski,wlokienkowa,szary,ostry,laka,nie
plaski,wlokienkowa,szary,nieprzyjemny,las,nie
dzwonkowaty,gladka,brazowy,nieprzyjemny,laka,nie
wypukly,gladka,szary,ostry,laka,nie
dzwonkowaty,wlokienkowa,szary,ostry,las,nie
wypukly,wlokienkowa,czerwony,nieprzyjemny,laka,nie
wypukly,wlokienkowa,bialy,nieprzyjemny,las,nie
dzwonkowaty,wlokienkowa,zolty,przyjemny,las,tak
dzwonkowaty,wlokienkowa,szary,nieprzyjemny,laka,nie
plaski,wlokienkowa,czerwony,ostry,las,nie
plaski,wlokienkowa,brazowy,przyjemny,laka,tak
dzwonkowaty,wlokienkowa,zolty,ostry,las,nie
dzwonkowaty,wlokienkowa,czerwony,bez_zapachu,laka,tak
plaski,wlokienkowa,bialy,nieprzyjemny,laka,nie
plaski,gladka,szary,bez_zapachu,laka,tak
plaski,gladka,brazowy,nieprzyjemny,las,nie
dzwonkowaty,wlokienkowa,brazowy,bez_zapachu,las,tak
plaski,wlokienkowa,szary,bez_zapachu,las,tak
wypukly,wlokienkowa,zolty,przyjemny,las,tak
plaski,wlokienkowa,bialy,nieprzyjemny,las,nie
plaski,gladka,brazowy,bez_zapachu,las,tak
plaski,wlokienkowa,czerwony,przyjemny,las,nie
dzwonkowaty,gladka,szary,bez_zapachu,las,tak
wypukly,wlokienkowa,brazowy,nieprzyjemny,las,nie
plaski,wlokienkowa,szary,bez_zapachu,laka,tak
wypukly,gladka,szary,ostry,las,nie
dzwonkowaty,gladka,brazowy,przyjemny,las,tak
plaski,wlokienkowa,bialy,przyjemny,laka,tak
dzwonkowaty,wlokienkowa,szary,bez_zapachu,las,tak
wypukly,wlokienkowa,brazowy,bez_zapachu,laka,tak
plaski,gladka,szary,przyjemny,las,tak
dzwonkowaty,wlokienkowa,szary,nieprzyjemny,laka,nie
plaski,wlokienkowa,szary,przyjemny,las,tak
wypukly,wlokienkowa,szary,przyjemny,las,tak
dzwonkowaty,wlokienkowa,zolty,nieprzyjemny,laka,nie
plaski,wlokienkowa,zolty,ostry,las,nie
wypukly,gladka,bialy,nieprzyjemny,laka,nie
dzwonkowaty,gladka,bialy,przyjemny,laka,tak
dzwonkowaty,wlokienkowa,szary,nieprzyjemny,laka,nie
wypukly,wlokienkowa,czerwony,ostry,las,nie
plaski,wlokienkowa,brazowy,bez_zapachu,laka,tak
wypukly,wlokienkowa,zolty,nieprzyjemny,laka,nie
wypukly,gladka,bialy,ostry,las,nie
wypukly,gladka,brazowy,ostry,las,nie
wypukly,wlokienkowa,szary,przyjemny,laka,tak
plaski,wlokienkowa,szary,ostry,laka,nie
wypukly,gladka,brazowy,nieprzyjemny,las,nie
dzwonkowaty,wlokienkowa,czerwony,ostry,laka,nie
wypukly,gladka,brazowy,nieprzyjemny,las,nie
dzwonkowaty,wlokienkowa,bialy,nieprzyjemny,laka,nie
wypukly,gladka,czerwony,nieprzyjemny,laka,nie
dzwonkowaty,wlokienkowa,brazowy,bez_zapachu,laka,tak
plaski,wlokienkowa,czerwony,przyjemny,laka,tak
dzwonkowaty,wlokienkowa,zolty,bez_zapachu,laka,tak
wypukly,gladka,brazowy,przyjemny,laka,tak
wypukly,wlokienkowa,brazowy,nieprzyjemny,las,nie
plaski,gladka,zolty,przyjemny,las,tak
wypukly,gladka,czerwony,przyjemny,las,nie
plaski,wlokienkowa,bialy,nieprzyjemny,las,nie
plaski,gladka,bialy,ostry,laka,nie
dzwonkowaty,gladka,zolty,przyjemny,laka,tak
dzwonkowaty,gladka,szary,nieprzyjemny,las,nie
dzwonkowaty,wlokienkowa,bialy,ostry,las,nie
wypukly,gladka,zolty,ostry,las,nie
dzwonkowaty,gladka,zolty,przyjemny,laka,tak
dzwonkowaty,gladka,bialy,ostry,las,nie
wypukly,gladka,szary,przyjemny,las,tak
wypukly,gladka,zolty,przyjemny,las,tak
wypukly,gladka,brazowy,przyjemny,laka,tak
plaski,wlokienkowa,zolty,przyjemny,las,tak
wypukly,wlokienkowa,czerwony,przyjemny,laka,tak
plaski,gladka,zolty,ostry,laka,nie
wypukly,gladka,bialy,nieprzyjemny,las,nie
dzwonkowaty,gladka,brazowy,ostry,laka,nie
wypukly,wlokienkowa,bialy,nieprzyjemny,laka,nie
dzwonkowaty,wlokienkowa,bialy,nieprzyjemny,las,nie
plaski,wlokienkowa,bialy,przyjemny,laka,tak
plaski,gladka,czerwony,ostry,las,nie
wypukly,gladka,czerwony,przyjemny,las,nie
plaski,gladka,bialy,przyjemny,las,tak
dzwonkowaty,gladka,bialy,ostry,las,nie
dzwonkowaty,wlokienkowa,zolty,przyjemny,laka,tak
plaski,gladka,czerwony,nieprzyjemny,las,nie
wypukly,wlokienkowa,brazowy,nieprzyjemny,las,nie
wypukly,wlokienkowa,bialy,ostry,laka,nie
plaski,wlokienkowa,szary,ostry,las,nie
wypukly,wlokienkowa,szary,przyjemny,las,tak
dzwonkowaty,wlokienkowa,szary,przyjemny,laka,tak
plaski,gladka,szary,bez_zapachu,las,tak
plaski,gladka,zolty,przyjemny,laka,tak
plaski,gladka,brazowy,nieprzyjemny,laka,nie
dzwonkowaty,wlokienkowa,zolty,ostry,laka,nie
dzwonkowaty,gladka,bialy,przyjemny,laka,tak
plaski,wlokienkowa,zolty,nieprzyjemny,laka,nie
wypukly,gladka,czerwony,bez_zapachu,las,nie
plaski,gladka,czerwony,przyjemny,laka,tak
dzwonkowaty,wlokienkowa,brazowy,ostry,laka,nie
wypukly,gladka,bialy,nieprzyjemny,las,nie
wypukly,wlokienkowa,czerwony,ostry,laka,nie
plaski,gladka,szary,nieprzyjemny,laka,nie
dzwonkowaty,gladka,czerwony,bez_zapachu,las,nie
dzwonkowaty,gladka,zolty,ostry,las,nie
plaski,wlokienkowa,czerwony,bez_zapachu,las,nie
dzwonkowaty,gladka,brazowy,nieprzyjemny,laka,nie
dzwonkowaty,wlokienkowa,czerwony,bez_zapachu,las,nie
wypukly,gladka,szary,przyjemny,laka,tak
plaski,wlokienkowa,bialy,nieprzyjemny,las,nie
dzwonkowaty,gladka,bialy,ostry,las,nie
dzwonkowaty,gladka,brazowy,bez_zapachu,las,tak
plaski,gladka,czerwony,nieprzyjemny,las,nie
wypukly,gladka,brazowy,przyjemny,laka,tak
dzwonkowaty,gladka,brazowy,ostry,las,nie
wypukly,gladka,czerwony,ostry,las,nie
wypukly,gladka,szary,nieprzyjemny,las,nie
dzwonkowaty,wlokienkowa,czerwony,bez_zapachu,laka,tak
plaski,gladka,czerwony,przyjemny,las,nie
plaski,wlokienkowa,czerwony,ostry,las,nie
wypukly,wlokienkowa,bialy,przyjemny,laka,tak
wypukly,gladka,zolty,przyjemny,las,tak
plaski,wlokienkowa,czerwony,przyjemny,laka,tak
plaski,wlokienkowa,zolty,przyjemny,laka,tak
dzwonkowaty,wlokienkowa,brazowy,ostry,laka,nie
dzwonkowaty,gladka,brazowy,ostry,las,nie
plaski,gladka,bialy,ostry,laka,nie
wypukly,gladka,szary,nieprzyjemny,las,nie
plaski,gladka,zolty,bez_zapachu,laka,tak
wypukly,gladka,bialy,bez_zapachu,las,tak
dzwonkowaty,gladka,brazowy,ostry,las,nie
dzwonkowaty,gladka,zolty,nieprzyjemny,laka,nie
dzwonkowaty,gladka,szary,bez_zapachu,las,tak
wypukly,wlokienkowa,brazowy,przyjemny,laka,tak
wypukly,gladka,szary,ostry,laka,nie
dzwonkowaty,gladka,czerwony,bez_zapachu,laka,tak
dzwonkowaty,wlokienkowa,brazowy,przyjemny,las,tak
plaski,wlokienkowa,bialy,ostry,las,nie
dzwonkowaty,wlokienkowa,szary,nieprzyjemny,laka,nie
plaski,wlokienkowa,bialy,bez_zapachu,laka,tak
wypukly,gladka,szary,ostry,las,nie
wypukly,wlokienkowa,brazowy,ostry,las,nie
dzwonkowaty,wlokienkowa,bialy,bez_zapachu,laka,tak
dzwonkowaty,wlokienkowa,bialy,nieprzyjemny,las,nie
plaski,wlokienkowa,zolty,przyjemny,las,tak
wypukly,gladka,bialy,ostry,laka,nie
dzwonkowaty,wlokienkowa,czerwony,ostry,las,nie
wypukly,gladka,czerwony,ostry,las,nie
plaski,gladka,szary,przyjemny,laka,tak
wypukly,wlokienkowa,brazowy,bez_zapachu,las,tak
wypukly,gladka,brazowy,bez_zapachu,laka,tak
dzwonkowaty,wlokienkowa,szary,ostry,las,nie
wypukly,wlokienkowa,bialy,nieprzyjemny,laka,nie
plaski,gladka,czerwony,bez_zapachu,laka,tak
plaski,gladka,bialy,bez_zapachu,las,tak
plaski,wlokienkowa,bialy,ostry,las,nie
plaski,wlokienkowa,czerwony,nieprzyjemny,las,nie
wypukly,gladka,brazowy,ostry,las,nie
dzwonkowaty,gladka,szary,bez_zapachu,laka,tak
wypukly,wlokienkowa,brazowy,nieprzyjemny,laka,nie
wypukly,gladka,brazowy,przyjemny,las,tak
wypukly,wlokienkowa,szary,nieprzyjemny,las,nie
wypukly,wlokienkowa,zolty,bez_zapachu,laka,tak
wypukly,wlokienkowa,czerwony,bez_zapachu,las,nie
wypukly,gladka,brazowy,przyjemny,laka,tak
wypukly,gladka,czerwony,przyjemny,laka,tak
wypukly,gladka,zolty,bez_zapachu,las,tak
dzwonkowaty,wlokienkowa,bialy,przyjemny,las,nie
wypukly,gladka,zolty,ostry,las,nie
dzwonkowaty,gladka,brazowy,nieprzyjemny,laka,nie
dzwonkowaty,gladka,czerwony,przyjemny,las,nie
plaski,wlokienkowa,brazowy,ostry,laka,nie
plaski,wlokienkowa,bialy,ostry,laka,nie
dzwonkowaty,gladka,brazowy,nieprzyjemny,las,nie
plaski,gladka,czerwony,bez_zapachu,laka,tak
dzwonkowaty,gladka,zolty,ostry,las,nie
plaski,gladka,brazowy,przyjemny,laka,tak
wypukly,wlokienkowa,czerwony,bez_zapachu,laka,tak
dzwonkowaty,wlokienkowa,szary,ostry,las,nie
plaski,gladka,zolty,przyjemny,laka,tak
plaski,gladka,szary,przyjemny,laka,tak
plaski,gladka,brazowy,bez_zapachu,laka,tak
wypukly,gladka,szary,ostry,laka,nie
plaski,gladka,czerwony,przyjemny,las,nie
plaski,wlokienkowa,bialy,przyjemny,laka,tak
plaski,wlokienkowa,czerwony,przyjemny,las,nie
plaski,gladka,zolty,ostry,las,nie
plaski,gladka,bialy,bez_zapachu,las,tak
plaski,gladka,szary,bez_zapachu,laka,tak
plaski,gladka,brazowy,przyjemny,las,tak
plaski,wlokienkowa,brazowy,nieprzyjemny,las,nie
wypukly,wlokienkowa,brazowy,przyjemny,las,tak
plaski,wlokienkowa,zolty,bez_zapachu,las,tak
plaski,wlokienkowa,zolty,nieprzyjemny,las,nie
plaski,gladka,szary,nieprzyjemny,las,nie
plaski,wlokienkowa,bialy,ostry,laka,nie
dzwonkowaty,gladka,zolty,przyjemny,las,tak
plaski,gladka,bialy,bez_zapachu,laka,tak
plaski,gladka,czerwony,nieprzyjemny,las,nie
dzwonkowaty,wlokienkowa,brazowy,nieprzyjemny,laka,nie
plaski,gladka,bialy,bez_zapachu,las,tak
wypukly,wlokienkowa,szary,nieprzyjemny,laka,nie
dzwonkowaty,wlokienkowa,bialy,ostry,las,nie
dzwonkowaty,wlokienkowa,brazowy,bez_zapachu,laka,tak
dzwonkowaty,wlokienkowa,szary,bez_zapachu,laka,tak
plaski,wlokienkowa,szary,nieprzyjemny,las,nie
wypukly,gladka,zolty,nieprzyjemny,laka,nie
dzwonkowaty,wlokienkowa,zolty,przyjemny,las,tak
dzwonkowaty,gladka,czerwony,nieprzyjemny,laka,nie
plaski,wlokienkowa,brazowy,ostry,las,nie
wypukly,gladka,zolty,przyjemny,las,tak
wypukly,wlokienkowa,zolty,ostry,laka,nie
dzwonkowaty,gladka,bialy,ostry,las,nie
dzwonkowaty,gladka,bialy,przyjemny,laka,tak
dzwonkowaty,gladka,brazowy,ostry,laka,nie
dzwonkowaty,wlokienkowa,czerwony,nieprzyjemny,laka,nie
wypukly,wlokienkowa,zolty,nieprzyjemny,laka,nie
plaski,gladka,bialy,ostry,las,nie
plaski,gladka,zolty,przyjemny,laka,tak
wypukly,wlokienkowa,szary,przyjemny,las,tak
dzwonkowaty,wlokienkowa,zolty,nieprzyjemny,laka,nie
dzwonkowaty,wlokienkowa,czerwony,przyjemny,laka,tak
wypukly,gladka,bialy,nieprzyjemny,laka,nie
dzwonkowaty,wlokienkowa,bialy,bez_zapachu,las,nie
plaski,wlokienkowa,szary,bez_zapachu,las,tak
wypukly,wlokienkowa,czerwony,nieprzyjemny,laka,nie
dzwonkowaty,gladka,zolty,przyjemny,las,tak
plaski,wlokienkowa,brazowy,nieprzyjemny,las,nie
wypukly,wlokienkowa,zolty,ostry,las,nie
plaski,wlokienkowa,bialy,bez_zapachu,laka,tak
wypukly,gladka,zolty,nieprzyjemny,las,nie
wypukly,wlokienkowa,szary,bez_zapachu,laka,tak
dzwonkowaty,wlokienkowa,czerwony,przyjemny,las,nie
plaski,wlokienkowa,bialy,nieprzyjemny,las,nie
wypukly,gladka,szary,nieprzyjemny,las,nie
wypukly,gladka,brazowy,przyjemny,las,tak
dzwonkowaty,gladka,szary,nieprzyjemny,laka,nie
wypukly,gladka,zolty,ostry,las,nie
dzwonkowaty,wlokienkowa,brazowy,bez_zapachu,laka,tak
dzwonkowaty,gladka,bialy,bez_zapachu,las,tak
dzwonkowaty,wlokienkowa,brazowy,nieprzyjemny,las,nie
wypukly,wlokienkowa,czerwony,przyjemny,laka,tak
dzwonkowaty,wlokienkowa,brazowy,nieprzyjemny,las,nie
dzwonkowaty,gladka,szary,nieprzyjemny,las,nie
plaski,wlokienkowa,zolty,przyjemny,laka,tak
plaski,wlokienkowa,zolty,ostry,las,nie
plaski,wlokienkowa,szary,bez_zapachu,las,tak
wypukly,wlokienkowa,szary,bez_zapachu,las,tak
wypukly,gladka,brazowy,nieprzyjemny,laka,nie
dzwonkowaty,wlokienkowa,brazowy,przyjemny,laka,tak
plaski,gladka,czerwony,nieprzyjemny,las,nie
plaski,wlokienkowa,czerwony,nieprzyjemny,laka,nie
wypukly,gladka,brazowy,nieprzyjemny,las,nie
dzwonkowaty,gladka,zolty,bez_zapachu,las,tak
dzwonkowaty,gladka,zolty,ostry,las,nie
wypukly,gladka,brazowy,ostry,las,nie
dzwonkowaty,wlokienkowa,zolty,przyjemny,laka,tak
dzwonkowaty,gladka,brazowy,nieprzyjemny,laka,nie
plaski,wlokienkowa,brazowy,ostry,laka,nie
wypukly,wlokienkowa,bialy,bez_zapachu,las,nie
dzwonkowaty,gladka,szary,nieprzyjemny,las,nie
dzwonkowaty,gladka,zolty,ostry,laka,nie
wypukly,wlokienkowa,zolty,bez_zapachu,las,tak
wypukly,wlokienkowa,czerwony,nieprzyjemny,las,nie
wypukly,gladka,brazowy,ostry,laka,nie
dzwonkowaty,gladka,bialy,ostry,las,nie
plaski,gladka,bialy,nieprzyjemny,las,nie
dzwonkowaty,gladka,czerwony,bez_zapachu,laka,tak
dzwonkowaty,wlokienkowa,szary,ostry,las,nie
plaski,gladka,bialy,ostry,laka,nie
wypukly,wlokienkowa,bialy,ostry,las,nie
wypukly,wlokienkowa,bialy,nieprzyjemny,las,nie
dzwonkowaty,wlokienkowa,brazowy,nieprzyjemny,laka,nie
wypukly,gladka,czerwony,przyjemny,las,nie
dzwonkowaty,gladka,zolty,nieprzyjemny,las,nie
plaski,wlokienkowa,szary,ostry,las,nie
wypukly,gladka,brazowy,bez_zapachu,las,tak
plaski,gladka,brazowy,bez_zapachu,las,tak
plaski,wlokienkowa,brazowy,ostry,las,nie
wypukly,wlokienkowa,szary,bez_zapachu,las,tak
dzwonkowaty,wlokienkowa,szary,przyjemny,las,tak
wypukly,gladka,bialy,przyjemny,laka,tak
plaski,gladka,bialy,przyjemny,laka,tak
wypukly,gladka,bialy,nieprzyjemny,laka,nie
dzwonkowaty,gladka,brazowy,bez_zapachu,las,tak
wypukly,wlokienkowa,brazowy,bez_zapachu,laka,tak
dzwonkowaty,gladka,bialy,bez_zapachu,las,tak
wypukly,wlokienkowa,zolty,przyjemny,laka,tak
plaski,gladka,czerwony,nieprzyjemny,las,nie
plaski,gladka,czerwony,przyjemny,laka,tak
plaski,wlokienkowa,czerwony,ostry,las,nie
dzwonkowaty,wlokienkowa,zolty,ostry,laka,nie
wypukly,wlokienkowa,brazowy,nieprzyjemny,laka,nie
dzwonkowaty,wlokienkowa,bialy,nieprzyjemny,laka,nie
dzwonkowaty,wlokienkowa,czerwony,ostry,laka,nie
plaski,wlokienkowa,czerwony,ostry,laka,nie
wypukly,wlokienkowa,czerwony,bez_zapachu,las,nie
wypukly,gladka,brazowy,bez_zapachu,laka,tak
dzwonkowaty,gladka,szary,bez_zapachu,las,tak
dzwonkowaty,gladka,zolty,bez_zapachu,laka,tak
plaski,gladka,szary,bez_zapachu,laka,tak
